Hospital,Date,Bed Type,Status,Count
All SF Acute Hospitals,4/3/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/3/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,4/3/2021,Intensive Care,Available,104
All SF Acute Hospitals,4/3/2021,Intensive Care,COVID-19 (Confirmed & Suspected),4
All SF Acute Hospitals,4/3/2021,Intensive Care,Other Patients,178
All SF Acute Hospitals,4/3/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/3/2021,Acute Care,COVID-19 (Confirmed & Suspected),27
All SF Acute Hospitals,4/3/2021,Acute Care,Other Patients,1132
All SF Acute Hospitals,4/3/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/3/2021,Acute Care,Available,457
All SF Acute Hospitals,4/4/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/4/2021,Acute Care,Available,465
All SF Acute Hospitals,4/4/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,4/4/2021,Intensive Care,Available,125
All SF Acute Hospitals,4/4/2021,Intensive Care,COVID-19 (Confirmed & Suspected),4
All SF Acute Hospitals,4/4/2021,Intensive Care,Other Patients,157
All SF Acute Hospitals,4/4/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/4/2021,Acute Care,COVID-19 (Confirmed & Suspected),22
All SF Acute Hospitals,4/4/2021,Acute Care,Other Patients,1129
All SF Acute Hospitals,4/4/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/5/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/5/2021,Acute Care,Available,439
All SF Acute Hospitals,4/5/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,4/5/2021,Intensive Care,Available,110
All SF Acute Hospitals,4/5/2021,Intensive Care,COVID-19 (Confirmed & Suspected),7
All SF Acute Hospitals,4/5/2021,Intensive Care,Other Patients,169
All SF Acute Hospitals,4/5/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/5/2021,Acute Care,COVID-19 (Confirmed & Suspected),21
All SF Acute Hospitals,4/5/2021,Acute Care,Other Patients,1156
All SF Acute Hospitals,4/5/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/6/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/6/2021,Acute Care,Available,384
All SF Acute Hospitals,4/6/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,4/6/2021,Intensive Care,Available,96
All SF Acute Hospitals,4/6/2021,Intensive Care,COVID-19 (Confirmed & Suspected),7
All SF Acute Hospitals,4/6/2021,Intensive Care,Other Patients,183
All SF Acute Hospitals,4/6/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/6/2021,Acute Care,COVID-19 (Confirmed & Suspected),27
All SF Acute Hospitals,4/6/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/6/2021,Acute Care,Other Patients,1205
All SF Acute Hospitals,4/7/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/7/2021,Acute Care,Available,374
All SF Acute Hospitals,4/7/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,4/7/2021,Intensive Care,Available,97
All SF Acute Hospitals,4/7/2021,Intensive Care,COVID-19 (Confirmed & Suspected),7
All SF Acute Hospitals,4/7/2021,Intensive Care,Other Patients,182
All SF Acute Hospitals,4/7/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/7/2021,Acute Care,COVID-19 (Confirmed & Suspected),26
All SF Acute Hospitals,4/7/2021,Acute Care,Other Patients,1216
All SF Acute Hospitals,4/7/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/8/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/8/2021,Acute Care,Available,362
All SF Acute Hospitals,4/8/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,4/8/2021,Intensive Care,Available,98
All SF Acute Hospitals,4/8/2021,Intensive Care,COVID-19 (Confirmed & Suspected),3
All SF Acute Hospitals,4/8/2021,Intensive Care,Other Patients,185
All SF Acute Hospitals,4/8/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/8/2021,Acute Care,COVID-19 (Confirmed & Suspected),25
All SF Acute Hospitals,4/8/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/8/2021,Acute Care,Other Patients,1229
All SF Acute Hospitals,4/9/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/9/2021,Acute Care,Available,367
All SF Acute Hospitals,4/9/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,4/9/2021,Intensive Care,Available,100
All SF Acute Hospitals,4/9/2021,Intensive Care,COVID-19 (Confirmed & Suspected),4
All SF Acute Hospitals,4/9/2021,Intensive Care,Other Patients,182
All SF Acute Hospitals,4/9/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/9/2021,Acute Care,COVID-19 (Confirmed & Suspected),21
All SF Acute Hospitals,4/9/2021,Acute Care,Other Patients,1228
All SF Acute Hospitals,4/9/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/10/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/10/2021,Acute Care,Available,458
All SF Acute Hospitals,4/10/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,4/10/2021,Intensive Care,Available,116
All SF Acute Hospitals,4/10/2021,Intensive Care,COVID-19 (Confirmed & Suspected),5
All SF Acute Hospitals,4/10/2021,Intensive Care,Other Patients,165
All SF Acute Hospitals,4/10/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/10/2021,Acute Care,COVID-19 (Confirmed & Suspected),24
All SF Acute Hospitals,4/10/2021,Acute Care,Other Patients,1134
All SF Acute Hospitals,4/10/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/11/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/11/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,4/11/2021,Intensive Care,Available,115
All SF Acute Hospitals,4/11/2021,Intensive Care,COVID-19 (Confirmed & Suspected),7
All SF Acute Hospitals,4/11/2021,Intensive Care,Other Patients,164
All SF Acute Hospitals,4/11/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/11/2021,Acute Care,COVID-19 (Confirmed & Suspected),20
All SF Acute Hospitals,4/11/2021,Acute Care,Other Patients,1129
All SF Acute Hospitals,4/11/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/11/2021,Acute Care,Available,467
All SF Acute Hospitals,4/12/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/12/2021,Acute Care,Available,379
All SF Acute Hospitals,4/12/2021,Acute Care Surge,Available,242
All SF Acute Hospitals,4/12/2021,Intensive Care,Available,100
All SF Acute Hospitals,4/12/2021,Intensive Care,Other Patients,177
All SF Acute Hospitals,4/12/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/12/2021,Acute Care,COVID-19 (Confirmed & Suspected),23
All SF Acute Hospitals,4/12/2021,Acute Care,Other Patients,1214
All SF Acute Hospitals,4/12/2021,Acute Care Surge,Occupied Surge,5
All SF Acute Hospitals,4/12/2021,Intensive Care,COVID-19 (Confirmed & Suspected),9
All SF Acute Hospitals,4/13/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/13/2021,Acute Care,Available,325
All SF Acute Hospitals,4/13/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,4/13/2021,Intensive Care,Available,93
All SF Acute Hospitals,4/13/2021,Intensive Care,COVID-19 (Confirmed & Suspected),8
All SF Acute Hospitals,4/13/2021,Intensive Care,Other Patients,185
All SF Acute Hospitals,4/13/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/13/2021,Acute Care,COVID-19 (Confirmed & Suspected),20
All SF Acute Hospitals,4/13/2021,Acute Care,Other Patients,1271
All SF Acute Hospitals,4/13/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/14/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/14/2021,Acute Care,Available,362
All SF Acute Hospitals,4/14/2021,Acute Care Surge,Available,240
All SF Acute Hospitals,4/14/2021,Intensive Care,Available,97
All SF Acute Hospitals,4/14/2021,Intensive Care,COVID-19 (Confirmed & Suspected),12
All SF Acute Hospitals,4/14/2021,Intensive Care,Other Patients,177
All SF Acute Hospitals,4/14/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/14/2021,Acute Care,COVID-19 (Confirmed & Suspected),19
All SF Acute Hospitals,4/14/2021,Acute Care,Other Patients,1235
All SF Acute Hospitals,4/14/2021,Acute Care Surge,Occupied Surge,7
All SF Acute Hospitals,4/15/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/15/2021,Acute Care,Available,348
All SF Acute Hospitals,4/15/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,4/15/2021,Intensive Care,Available,85
All SF Acute Hospitals,4/15/2021,Intensive Care,COVID-19 (Confirmed & Suspected),12
All SF Acute Hospitals,4/15/2021,Intensive Care,Other Patients,189
All SF Acute Hospitals,4/15/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/15/2021,Acute Care,COVID-19 (Confirmed & Suspected),16
All SF Acute Hospitals,4/15/2021,Acute Care,Other Patients,1252
All SF Acute Hospitals,4/15/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/16/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/16/2021,Acute Care,Available,448
All SF Acute Hospitals,4/16/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,4/16/2021,Intensive Care,Available,90
All SF Acute Hospitals,4/16/2021,Intensive Care,COVID-19 (Confirmed & Suspected),12
All SF Acute Hospitals,4/16/2021,Intensive Care,Other Patients,184
All SF Acute Hospitals,4/16/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/16/2021,Acute Care,COVID-19 (Confirmed & Suspected),18
All SF Acute Hospitals,4/16/2021,Acute Care,Other Patients,1150
All SF Acute Hospitals,4/16/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/17/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/17/2021,Acute Care,Available,441
All SF Acute Hospitals,4/17/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,4/17/2021,Intensive Care,Available,108
All SF Acute Hospitals,4/17/2021,Intensive Care,COVID-19 (Confirmed & Suspected),13
All SF Acute Hospitals,4/17/2021,Intensive Care,Other Patients,165
All SF Acute Hospitals,4/17/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/17/2021,Acute Care,COVID-19 (Confirmed & Suspected),24
All SF Acute Hospitals,4/17/2021,Acute Care,Other Patients,1151
All SF Acute Hospitals,4/17/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/18/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/18/2021,Acute Care,Available,465
All SF Acute Hospitals,4/18/2021,Acute Care Surge,Available,243
All SF Acute Hospitals,4/18/2021,Intensive Care,Available,121
All SF Acute Hospitals,4/18/2021,Intensive Care,COVID-19 (Confirmed & Suspected),12
All SF Acute Hospitals,4/18/2021,Intensive Care,Other Patients,153
All SF Acute Hospitals,4/18/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/18/2021,Acute Care,COVID-19 (Confirmed & Suspected),23
All SF Acute Hospitals,4/18/2021,Acute Care,Other Patients,1128
All SF Acute Hospitals,4/18/2021,Acute Care Surge,Occupied Surge,4
All SF Acute Hospitals,4/19/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/19/2021,Acute Care,Available,382
All SF Acute Hospitals,4/19/2021,Acute Care Surge,Available,242
All SF Acute Hospitals,4/19/2021,Intensive Care,Available,104
All SF Acute Hospitals,4/19/2021,Intensive Care,COVID-19 (Confirmed & Suspected),10
All SF Acute Hospitals,4/19/2021,Intensive Care,Other Patients,172
All SF Acute Hospitals,4/19/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/19/2021,Acute Care,COVID-19 (Confirmed & Suspected),18
All SF Acute Hospitals,4/19/2021,Acute Care Surge,Occupied Surge,5
All SF Acute Hospitals,4/19/2021,Acute Care,Other Patients,1216
All SF Acute Hospitals,4/20/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/20/2021,Acute Care,Available,360
All SF Acute Hospitals,4/20/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,4/20/2021,Intensive Care,Available,103
All SF Acute Hospitals,4/20/2021,Intensive Care,COVID-19 (Confirmed & Suspected),10
All SF Acute Hospitals,4/20/2021,Intensive Care,Other Patients,173
All SF Acute Hospitals,4/20/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/20/2021,Acute Care,COVID-19 (Confirmed & Suspected),13
All SF Acute Hospitals,4/20/2021,Acute Care,Other Patients,1243
All SF Acute Hospitals,4/20/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/21/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/21/2021,Acute Care,Available,388
All SF Acute Hospitals,4/21/2021,Acute Care Surge,Available,243
All SF Acute Hospitals,4/21/2021,Intensive Care,Available,99
All SF Acute Hospitals,4/21/2021,Intensive Care,COVID-19 (Confirmed & Suspected),11
All SF Acute Hospitals,4/21/2021,Intensive Care,Other Patients,176
All SF Acute Hospitals,4/21/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/21/2021,Acute Care,COVID-19 (Confirmed & Suspected),17
All SF Acute Hospitals,4/21/2021,Acute Care,Other Patients,1211
All SF Acute Hospitals,4/21/2021,Acute Care Surge,Occupied Surge,4
All SF Acute Hospitals,4/22/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/22/2021,Acute Care,Available,380
All SF Acute Hospitals,4/22/2021,Acute Care Surge,Available,242
All SF Acute Hospitals,4/22/2021,Intensive Care,Available,89
All SF Acute Hospitals,4/22/2021,Intensive Care,COVID-19 (Confirmed & Suspected),9
All SF Acute Hospitals,4/22/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/22/2021,Acute Care,COVID-19 (Confirmed & Suspected),19
All SF Acute Hospitals,4/22/2021,Acute Care,Other Patients,1217
All SF Acute Hospitals,4/22/2021,Acute Care Surge,Occupied Surge,5
All SF Acute Hospitals,4/22/2021,Intensive Care,Other Patients,188
All SF Acute Hospitals,4/23/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/23/2021,Acute Care,Available,418
All SF Acute Hospitals,4/23/2021,Acute Care Surge,Available,243
All SF Acute Hospitals,4/23/2021,Intensive Care,Available,100
All SF Acute Hospitals,4/23/2021,Intensive Care,COVID-19 (Confirmed & Suspected),13
All SF Acute Hospitals,4/23/2021,Intensive Care,Other Patients,173
All SF Acute Hospitals,4/23/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/23/2021,Acute Care,COVID-19 (Confirmed & Suspected),14
All SF Acute Hospitals,4/23/2021,Acute Care,Other Patients,1184
All SF Acute Hospitals,4/23/2021,Acute Care Surge,Occupied Surge,4
All SF Acute Hospitals,4/24/2021,Acute Care Surge,Available,242
All SF Acute Hospitals,4/24/2021,Intensive Care,Available,122
All SF Acute Hospitals,4/24/2021,Intensive Care,COVID-19 (Confirmed & Suspected),12
All SF Acute Hospitals,4/24/2021,Intensive Care,Other Patients,152
All SF Acute Hospitals,4/24/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/24/2021,Acute Care,COVID-19 (Confirmed & Suspected),17
All SF Acute Hospitals,4/24/2021,Acute Care,Other Patients,1159
All SF Acute Hospitals,4/24/2021,Acute Care Surge,Occupied Surge,5
All SF Acute Hospitals,4/24/2021,Acute Care,Available,440
All SF Acute Hospitals,4/24/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/25/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/25/2021,Acute Care,Available,453
All SF Acute Hospitals,4/25/2021,Acute Care Surge,Available,242
All SF Acute Hospitals,4/25/2021,Intensive Care,Available,122
All SF Acute Hospitals,4/25/2021,Intensive Care,COVID-19 (Confirmed & Suspected),11
All SF Acute Hospitals,4/25/2021,Intensive Care,Other Patients,153
All SF Acute Hospitals,4/25/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/25/2021,Acute Care,COVID-19 (Confirmed & Suspected),18
All SF Acute Hospitals,4/25/2021,Acute Care,Other Patients,1145
All SF Acute Hospitals,4/25/2021,Acute Care Surge,Occupied Surge,5
All SF Acute Hospitals,4/26/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/26/2021,Acute Care,Available,401
All SF Acute Hospitals,4/26/2021,Acute Care Surge,Available,243
All SF Acute Hospitals,4/26/2021,Intensive Care,Available,105
All SF Acute Hospitals,4/26/2021,Intensive Care,COVID-19 (Confirmed & Suspected),13
All SF Acute Hospitals,4/26/2021,Intensive Care,Other Patients,168
All SF Acute Hospitals,4/26/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/26/2021,Acute Care,COVID-19 (Confirmed & Suspected),14
All SF Acute Hospitals,4/26/2021,Acute Care,Other Patients,1201
All SF Acute Hospitals,4/26/2021,Acute Care Surge,Occupied Surge,4
All SF Acute Hospitals,4/27/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/27/2021,Acute Care,Available,344
All SF Acute Hospitals,4/27/2021,Acute Care Surge,Available,241
All SF Acute Hospitals,4/27/2021,Intensive Care,Available,114
All SF Acute Hospitals,4/27/2021,Intensive Care,COVID-19 (Confirmed & Suspected),7
All SF Acute Hospitals,4/27/2021,Intensive Care,Other Patients,165
All SF Acute Hospitals,4/27/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/27/2021,Acute Care,COVID-19 (Confirmed & Suspected),22
All SF Acute Hospitals,4/27/2021,Acute Care,Other Patients,1250
All SF Acute Hospitals,4/27/2021,Acute Care Surge,Occupied Surge,6
All SF Acute Hospitals,4/28/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/28/2021,Acute Care Surge,Available,236
All SF Acute Hospitals,4/28/2021,Intensive Care,Available,96
All SF Acute Hospitals,4/28/2021,Intensive Care,COVID-19 (Confirmed & Suspected),7
All SF Acute Hospitals,4/28/2021,Intensive Care,Other Patients,183
All SF Acute Hospitals,4/28/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/28/2021,Acute Care,COVID-19 (Confirmed & Suspected),14
All SF Acute Hospitals,4/28/2021,Acute Care,Other Patients,1240
All SF Acute Hospitals,4/28/2021,Acute Care Surge,Occupied Surge,11
All SF Acute Hospitals,4/28/2021,Acute Care,Available,362
All SF Acute Hospitals,4/29/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/29/2021,Acute Care,Available,363
All SF Acute Hospitals,4/29/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,4/29/2021,Intensive Care,Available,93
All SF Acute Hospitals,4/29/2021,Intensive Care,COVID-19 (Confirmed & Suspected),8
All SF Acute Hospitals,4/29/2021,Intensive Care,Other Patients,185
All SF Acute Hospitals,4/29/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/29/2021,Acute Care,COVID-19 (Confirmed & Suspected),14
All SF Acute Hospitals,4/29/2021,Acute Care,Other Patients,1239
All SF Acute Hospitals,4/29/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/30/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,4/30/2021,Acute Care,Available,403
All SF Acute Hospitals,4/30/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,4/30/2021,Intensive Care,Available,95
All SF Acute Hospitals,4/30/2021,Intensive Care,COVID-19 (Confirmed & Suspected),6
All SF Acute Hospitals,4/30/2021,Intensive Care,Other Patients,185
All SF Acute Hospitals,4/30/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,4/30/2021,Acute Care,COVID-19 (Confirmed & Suspected),13
All SF Acute Hospitals,4/30/2021,Acute Care,Other Patients,1200
All SF Acute Hospitals,4/30/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/1/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/1/2021,Acute Care,Available,451
All SF Acute Hospitals,5/1/2021,Acute Care Surge,Available,236
All SF Acute Hospitals,5/1/2021,Intensive Care,Available,113
All SF Acute Hospitals,5/1/2021,Intensive Care,COVID-19 (Confirmed & Suspected),5
All SF Acute Hospitals,5/1/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/1/2021,Acute Care,COVID-19 (Confirmed & Suspected),18
All SF Acute Hospitals,5/1/2021,Acute Care Surge,Occupied Surge,11
All SF Acute Hospitals,5/1/2021,Intensive Care,Other Patients,168
All SF Acute Hospitals,5/1/2021,Acute Care,Other Patients,1147
All SF Acute Hospitals,5/2/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/2/2021,Acute Care,Available,478
All SF Acute Hospitals,5/2/2021,Acute Care Surge,Available,238
All SF Acute Hospitals,5/2/2021,Intensive Care,Available,121
All SF Acute Hospitals,5/2/2021,Intensive Care,COVID-19 (Confirmed & Suspected),9
All SF Acute Hospitals,5/2/2021,Intensive Care,Other Patients,156
All SF Acute Hospitals,5/2/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/2/2021,Acute Care,COVID-19 (Confirmed & Suspected),11
All SF Acute Hospitals,5/2/2021,Acute Care,Other Patients,1127
All SF Acute Hospitals,5/2/2021,Acute Care Surge,Occupied Surge,9
All SF Acute Hospitals,5/3/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/3/2021,Acute Care,Available,428
All SF Acute Hospitals,5/3/2021,Acute Care Surge,Available,240
All SF Acute Hospitals,5/3/2021,Intensive Care,Available,116
All SF Acute Hospitals,5/3/2021,Intensive Care,COVID-19 (Confirmed & Suspected),9
All SF Acute Hospitals,5/3/2021,Intensive Care,Other Patients,161
All SF Acute Hospitals,5/3/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/3/2021,Acute Care,COVID-19 (Confirmed & Suspected),12
All SF Acute Hospitals,5/3/2021,Acute Care,Other Patients,1176
All SF Acute Hospitals,5/3/2021,Acute Care Surge,Occupied Surge,7
All SF Acute Hospitals,5/4/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/4/2021,Acute Care,Available,373
All SF Acute Hospitals,5/4/2021,Acute Care Surge,Available,241
All SF Acute Hospitals,5/4/2021,Intensive Care,Available,96
All SF Acute Hospitals,5/4/2021,Intensive Care,COVID-19 (Confirmed & Suspected),6
All SF Acute Hospitals,5/4/2021,Intensive Care,Other Patients,184
All SF Acute Hospitals,5/4/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/4/2021,Acute Care,COVID-19 (Confirmed & Suspected),21
All SF Acute Hospitals,5/4/2021,Acute Care,Other Patients,1222
All SF Acute Hospitals,5/4/2021,Acute Care Surge,Occupied Surge,6
All SF Acute Hospitals,5/5/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/5/2021,Acute Care,Available,354
All SF Acute Hospitals,5/5/2021,Acute Care Surge,Available,246
All SF Acute Hospitals,5/5/2021,Intensive Care,Available,96
All SF Acute Hospitals,5/5/2021,Intensive Care,COVID-19 (Confirmed & Suspected),5
All SF Acute Hospitals,5/5/2021,Intensive Care,Other Patients,185
All SF Acute Hospitals,5/5/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/5/2021,Acute Care,COVID-19 (Confirmed & Suspected),17
All SF Acute Hospitals,5/5/2021,Acute Care,Other Patients,1245
All SF Acute Hospitals,5/5/2021,Acute Care Surge,Occupied Surge,1
All SF Acute Hospitals,5/6/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/6/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/6/2021,Intensive Care,Available,93
All SF Acute Hospitals,5/6/2021,Intensive Care,COVID-19 (Confirmed & Suspected),8
All SF Acute Hospitals,5/6/2021,Intensive Care,Other Patients,185
All SF Acute Hospitals,5/6/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/6/2021,Acute Care,COVID-19 (Confirmed & Suspected),20
All SF Acute Hospitals,5/6/2021,Acute Care,Other Patients,1232
All SF Acute Hospitals,5/6/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/6/2021,Acute Care,Available,364
All SF Acute Hospitals,5/7/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/7/2021,Acute Care,Available,425
All SF Acute Hospitals,5/7/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/7/2021,Intensive Care,Available,102
All SF Acute Hospitals,5/7/2021,Intensive Care,COVID-19 (Confirmed & Suspected),5
All SF Acute Hospitals,5/7/2021,Intensive Care,Other Patients,179
All SF Acute Hospitals,5/7/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/7/2021,Acute Care,COVID-19 (Confirmed & Suspected),18
All SF Acute Hospitals,5/7/2021,Acute Care,Other Patients,1173
All SF Acute Hospitals,5/7/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/8/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/8/2021,Acute Care,Available,451
All SF Acute Hospitals,5/8/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/8/2021,Intensive Care,Available,104
All SF Acute Hospitals,5/8/2021,Intensive Care,COVID-19 (Confirmed & Suspected),9
All SF Acute Hospitals,5/8/2021,Intensive Care,Other Patients,173
All SF Acute Hospitals,5/8/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/8/2021,Acute Care,COVID-19 (Confirmed & Suspected),14
All SF Acute Hospitals,5/8/2021,Acute Care,Other Patients,1151
All SF Acute Hospitals,5/8/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/9/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/9/2021,Acute Care,Available,495
All SF Acute Hospitals,5/9/2021,Acute Care Surge,Available,239
All SF Acute Hospitals,5/9/2021,Intensive Care,Available,116
All SF Acute Hospitals,5/9/2021,Intensive Care,COVID-19 (Confirmed & Suspected),5
All SF Acute Hospitals,5/9/2021,Intensive Care,Other Patients,165
All SF Acute Hospitals,5/9/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/9/2021,Acute Care,COVID-19 (Confirmed & Suspected),14
All SF Acute Hospitals,5/9/2021,Acute Care,Other Patients,1107
All SF Acute Hospitals,5/9/2021,Acute Care Surge,Occupied Surge,8
All SF Acute Hospitals,5/10/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/10/2021,Acute Care,Available,403
All SF Acute Hospitals,5/10/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/10/2021,Intensive Care,Available,99
All SF Acute Hospitals,5/10/2021,Intensive Care,COVID-19 (Confirmed & Suspected),5
All SF Acute Hospitals,5/10/2021,Intensive Care,Other Patients,182
All SF Acute Hospitals,5/10/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/10/2021,Acute Care,COVID-19 (Confirmed & Suspected),16
All SF Acute Hospitals,5/10/2021,Acute Care,Other Patients,1197
All SF Acute Hospitals,5/10/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/11/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/11/2021,Acute Care,Available,347
All SF Acute Hospitals,5/11/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/11/2021,Intensive Care,Available,91
